"docid","docnumber","docdate","parent","request"
461167,"О-З-01482-001","2023-09-05 11:27:01.447908+03",460861,"1057747900143"
467952,"ОП-З-01682-001","2023-09-08 12:18:20.056154+03",467766,"1033301806537"
452206,"З-01213","2023-08-24 15:19:01.389717+03",NULL,"1023201936240"
461900,"О-З-01511-001","2023-09-05 15:18:01.851576+03",461818,"1023101677323"
461988,"ОП-З-01506-002","2023-09-05 15:45:38.455207+03",461712,"1024001432234"
461340,"О-З-01461-001","2023-09-05 12:07:02.080662+03",460173,"1033600044070"
461354,"ОП-З-01461-002","2023-09-05 12:15:23.476533+03",460173,"1033600044070"
476389,"З-01939","2023-09-15 14:31:02.278773+03",NULL,"1027403857568"
461948,"З-01514","2023-09-05 15:30:01.758854+03",NULL,"1025602002007"
463634,"О-З-01378-004","2023-09-06 13:34:02.400047+03",457329,"1036300667534"
461807,"ОП-З-01480-003","2023-09-05 14:53:26.651327+03",460823,"1021602857605"
461403,"О-З-01461-002","2023-09-05 12:37:01.725382+03",460173,"1033600044070"
461852,"О-З-01500-002","2023-09-05 15:07:01.575336+03",461493,"1024502052530"
473614,"ОП-З-01865-001","2023-09-13 13:44:41.050824+03",473591,"1020201933950"
457680,"ОП-З-01015-004","2023-09-01 12:41:56.980998+03",445772,"1159102004050"
479828,"ОП-З-01976-006","2023-09-20 11:23:47.756467+03",477789,"1023801748761"
460823,"З-01480","2023-09-05 09:02:02.012461+03",NULL,"1021602857605"
462778,"О-З-01514-001","2023-09-06 05:49:01.71931+03",461948,"1025602002007"
473620,"ОП-З-01828-002","2023-09-13 13:41:37.406936+03",472300,"1027301584067"
463980,"О-З-01506-009","2023-09-06 14:37:01.475152+03",461712,"1024001432234"
461929,"ОП-З-01500-003","2023-09-05 15:28:44.921935+03",461493,"1024502052530"
462002,"ОП-З-01508-002","2023-09-05 15:46:50.683494+03",461781,"1034316526342"
462118,"ОП-З-01513-001","2023-09-05 16:02:38.046641+03",461919,"1021603065153"
462058,"О-З-01506-002","2023-09-05 15:53:02.358453+03",461712,"1024001432234"
462164,"ОП-З-01506-004","2023-09-05 16:06:53.097566+03",461712,"1024001432234"
486469,"З-02203","2023-09-29 08:28:01.581692+03",NULL,"1033301806537"
481734,"О-З-02073-001","2023-09-22 11:54:02.068465+03",481727,"1021900535975"
461818,"З-01511","2023-09-05 14:55:01.831313+03",NULL,"1023101677323"
461445,"О-З-01483-001","2023-09-05 13:01:02.311596+03",460918,"1021000541803"
461427,"ОП-З-01461-003","2023-09-05 12:54:40.43261+03",460173,"1033600044070"
461934,"О-З-01506-001","2023-09-05 15:28:01.777609+03",461712,"1024001432234"
461473,"ОП-З-01495-001","2023-09-05 13:22:25.216513+03",461316,"1023500891512"
461764,"ОП-З-01506-001","2023-09-05 14:31:53.100496+03",461712,"1024001432234"
461440,"ОП-З-01497-001","2023-09-05 13:05:14.457891+03",461415,"1027810232680"
463070,"О-З-01502-002","2023-09-06 09:27:02.055731+03",461525,"1027001688482"
462711,"О-З-00978-005","2023-09-05 23:50:02.108712+03",444889,"1024101031790"
476778,"З-01948","2023-09-15 16:53:01.764091+03",NULL,"1156027004715"
462950,"ОП-З-01540-001","2023-09-06 07:58:11.428297+03",462918,"1025501174885"
463650,"ОП-З-01502-002","2023-09-06 13:36:50.469801+03",461525,"1027001688482"
464108,"ОП-З-01573-001","2023-09-06 15:13:13.441649+03",464051,"1033301806537"
464927,"ОП-З-01593-001","2023-09-06 16:38:46.14466+03",464832,"1027501153074"
462177,"ОП-З-01516-001","2023-09-05 16:10:32.615774+03",462145,"1027810241502"
495153,"З-02391","2023-10-09 14:31:02.543366+03",NULL,"1027201234015"
493150,"ОП-З-02339-001","2023-10-05 17:42:10.486352+03",493138,"1034316511041"
462201,"О-З-01515-001","2023-09-05 16:11:02.40941+03",462132,"1023601560510"
473167,"ОП-З-01769-002","2023-09-13 11:10:41.778146+03",470528,"1022100909710"
482051,"ОП-З-01854-004","2023-09-22 14:01:30.03841+03",473254,"1034316558418"
463663,"ОП-З-01506-007","2023-09-06 13:40:23.68063+03",461712,"1024001432234"
462224,"ОП-З-01515-001","2023-09-05 16:23:25.217356+03",462132,"1023601560510"
506949,"З-02677","2023-10-24 10:28:01.980551+03",NULL,"1149102131265"
462337,"ОП-З-01517-001","2023-09-05 16:48:33.823864+03",462182,"1022900540552"
464599,"ОП-З-01573-002","2023-09-06 15:59:16.349278+03",464051,"1033301806537"
462826,"ОП-З-01537-001","2023-09-06 06:20:38.789213+03",462753,"1022500615610"
462966,"ОП-З-01540-002","2023-09-06 07:59:22.799366+03",462918,"1025501174885"
478605,"ОП-З-01629-005","2023-09-19 12:47:36.785428+03",465989,"1022701295011"
465748,"ОП-З-01615-001","2023-09-07 10:47:10.991284+03",465680,"1022800710613"
463673,"ОП-З-01378-007","2023-09-06 13:40:38.209962+03",457329,"1036300667534"
464005,"ОП-З-01563-001","2023-09-06 14:57:15.425141+03",463581,"1022900529431"
462053,"ОП-З-01512-001","2023-09-05 15:56:12.129803+03",461909,"1156027004715"
469751,"ОП-З-01736-001","2023-09-11 10:38:40.062028+03",468978,"1024502052530"
463113,"ОП-З-01541-001","2023-09-06 09:48:44.499504+03",462955,"1022200814030"
463993,"О-З-01570-001","2023-09-06 14:50:01.591127+03",463900,"1155074010508"
464164,"ОП-З-01574-001","2023-09-06 15:24:30.383346+03",464113,"1023101677323"
462835,"ОП-З-01534-001","2023-09-06 06:35:44.870169+03",462720,"1153668049028"
462352,"О-З-01512-001","2023-09-05 16:35:02.225656+03",461909,"1156027004715"
508640,"З-02722","2023-10-27 17:43:01.684944+03",NULL,"1027739051779"
476740,"О-З-01731-002","2023-09-15 16:41:01.528986+03",468939,"1027501153074"
464013,"ОП-З-01570-002","2023-09-06 14:56:56.230199+03",463900,"1155074010508"
467755,"ОП-З-01679-001","2023-09-08 11:49:59.26445+03",467680,"1023601560510"
462369,"О-З-01516-001","2023-09-05 16:38:02.356246+03",462145,"1027810241502"
463708,"О-З-01506-008","2023-09-06 13:50:01.5114+03",461712,"1024001432234"
468524,"ОП-З-01700-001","2023-09-08 16:03:42.270479+03",468513,"1025201341560"
464169,"О-З-01205-001","2023-09-06 15:17:02.066225+03",452062,"1027802518996"
504617,"ОП-З-02620-001","2023-10-20 10:36:04.590624+03",504574,"1020100700641"
474839,"ОП-З-01769-005","2023-09-14 14:16:52.499709+03",470528,"1022100909710"
494898,"ОП-З-02382-001","2023-10-09 12:41:38.831621+03",494860,"1155074010508"
463718,"ОП-З-01565-001","2023-09-06 13:53:47.31539+03",463617,"1034316526342"
464523,"О-З-01573-001","2023-09-06 15:53:01.68974+03",464051,"1033301806537"
463101,"ОП-З-01543-002","2023-09-06 09:44:38.612493+03",463008,"1026900570201"
462549,"ОП-З-01512-002","2023-09-05 17:21:04.526885+03",461909,"1156027004715"
462853,"ОП-З-01538-001","2023-09-06 06:31:46.532298+03",462817,"1022401359177"
468279,"ОП-З-01689-001","2023-09-08 15:12:21.054118+03",468100,"1057747900143"
478692,"ОП-З-01976-003","2023-09-19 13:21:40.386896+03",477789,"1023801748761"
462508,"ОП-З-01524-001","2023-09-05 17:16:45.705923+03",462400,"1026103275440"
463726,"ОП-З-01512-003","2023-09-06 13:55:56.860905+03",461909,"1156027004715"
464622,"ОП-З-01588-001","2023-09-06 16:00:23.79308+03",464575,"1034316558418"
462865,"ОП-З-01535-001","2023-09-06 06:42:02.785437+03",462727,"1022800710613"
463257,"ОП-З-01548-003","2023-09-06 10:25:30.73437+03",463155,"1020400755242"
464463,"ОП-З-01585-001","2023-09-06 15:48:44.374946+03",464395,"1025100653687"
463407,"ОП-З-01556-002","2023-09-06 11:58:57.888595+03",463380,"1030203921076"
490022,"ОП-З-02274-001","2023-10-04 09:32:07.128008+03",489883,"1038302271919"
531426,"ОП-З-03415-004","2023-12-15 12:49:15.894937+03",531279,"Замечательно!"
463419,"ОП-З-01557-001","2023-09-06 12:03:21.123169+03",463396,"1030203921076"
462683,"ОП-З-01531-001","2023-09-05 19:14:50.51922+03",462651,"1037800006089"
464456,"ОП-З-01581-001","2023-09-06 15:49:17.185186+03",464338,"1156027004715"
464823,"О-З-01581-001","2023-09-06 16:33:02.03584+03",464338,"1156027004715"
464726,"ОП-З-01559-002","2023-09-06 16:21:13.969848+03",463507,"1127451018750"
462602,"ОП-З-01530-001","2023-09-05 17:33:44.269069+03",462591,"1022301812500"
463743,"ОП-З-01506-008","2023-09-06 13:57:31.198871+03",461712,"1024001432234"
462695,"ОП-З-01532-001","2023-09-05 19:17:26.646345+03",462672,"1025203045482"
464417,"ОП-З-01584-001","2023-09-06 15:44:53.202438+03",464387,"1025402485580"
464515,"ОП-З-01580-001","2023-09-06 15:52:33.301869+03",464303,"1034316526342"
463755,"ОП-З-01514-002","2023-09-06 13:58:21.165465+03",461948,"1025602002007"
474766,"О-З-01769-004","2023-09-14 13:13:02.033772+03",470528,"1022100909710"
463452,"ОП-З-01527-002","2023-09-06 12:06:50.338457+03",462485,"1026103275440"
462876,"О-З-01535-001","2023-09-06 07:05:01.896012+03",462727,"1022800710613"
517774,"ОП-З-03045-001","2023-11-15 13:24:26.264532+03",517763,"1022100976347"
470066,"ОП-З-01677-004","2023-09-11 12:30:44.562921+03",467655,"1021900535975"
449774,"З-01119","2023-08-18 10:29:02.184033+03",NULL,"2023081767000"
464734,"ОП-З-01573-003","2023-09-06 16:19:41.253076+03",464051,"1033301806537"
463243,"О-З-01548-002","2023-09-06 10:19:01.790377+03",463155,"1020400755242"
462629,"ОП-З-01526-001","2023-09-05 17:52:49.560564+03",462456,"1026602950065"
463166,"ОП-З-01546-001","2023-09-06 10:01:24.918112+03",463053,"1027000891246"
463178,"ОП-З-01548-001","2023-09-06 10:03:40.669329+03",463155,"1020400755242"
463224,"ОП-З-01548-002","2023-09-06 10:15:42.205087+03",463155,"1020400755242"
463062,"ОП-З-01544-001","2023-09-06 09:20:01.229996+03",463028,"1022401359177"
463475,"ОП-З-01544-002","2023-09-06 12:15:06.893023+03",463028,"1022401359177"
507913,"ОП-З-02701-001","2023-10-26 10:07:15.827683+03",507867,"1159102037940"
462897,"ОП-З-01494-002","2023-09-06 07:10:34.762558+03",461244,"1023800844319"
449974,"О-З-01119-002","2023-08-18 16:57:01.512885+03",449774,"2023081767000"
462025,"О-З-01015-004","2023-09-05 15:48:01.52734+03",445772,"1159102004050"
499757,"ОП-З-02496-002","2023-10-16 12:30:12.630191+03",499658,"1020300902313"
463044,"З-01545","2023-09-06 09:09:02.086415+03",NULL,"1033301806537"
462663,"ОП-З-01015-005","2023-09-05 18:55:11.857477+03",445772,"1159102004050"
483640,"ОП-З-02121-001","2023-09-26 16:37:28.856411+03",483591,"1027600693812"
463035,"О-З-01543-001","2023-09-06 09:09:01.880893+03",463008,"1026900570201"
462999,"О-З-01502-001","2023-09-06 08:28:01.908359+03",461525,"1027001688482"
463195,"О-З-01548-001","2023-09-06 10:09:01.513272+03",463155,"1020400755242"
463612,"ОП-З-01559-001","2023-09-06 14:00:07.295692+03",463507,"1127451018750"
481762,"О-З-02069-003","2023-09-22 12:04:01.825072+03",481485,"1033301806537"
488531,"ОП-З-02242-001","2023-10-02 08:58:11.035434+03",488489,"1021500582278"
462517,"ОП-З-01528-001","2023-09-05 17:18:48.969194+03",462493,"1026602950065"
470054,"О-З-01677-003","2023-09-11 12:22:01.717672+03",467655,"1021900535975"
462937,"ОП-З-01535-002","2023-09-06 07:51:08.123594+03",462727,"1022800710613"
463020,"ОП-З-01543-001","2023-09-06 08:52:38.634542+03",463008,"1026900570201"
463135,"ОП-З-01542-001","2023-09-06 09:55:43.632267+03",462983,"1022301812500"
494179,"ОП-З-02350-001","2023-10-06 16:52:05.563523+03",493685,"1030203921076"
464303,"З-01580","2023-09-06 15:33:02.287051+03",NULL,"1034316526342"
462974,"О-З-01512-002","2023-09-06 08:00:01.461211+03",461909,"1156027004715"
463788,"ОП-З-01566-001","2023-09-06 14:05:14.325021+03",463686,"1024502052530"
464184,"ОП-З-01506-009","2023-09-06 15:18:11.988854+03",461712,"1024001432234"
464237,"ОП-З-01205-002","2023-09-06 15:24:33.484949+03",452062,"1027802518996"
464046,"ОП-З-01572-001","2023-09-06 15:03:55.985808+03",464033,"1033600044070"
464472,"ОП-З-01579-001","2023-09-06 15:51:29.793219+03",464269,"1025602002007"
467761,"ОП-З-01638-004","2023-09-08 11:44:35.823782+03",466399,"1038302271919"
463809,"З-01568","2023-09-06 14:06:01.843602+03",NULL,"1155074010508"
477520,"О-З-01961-003","2023-09-18 15:18:01.689078+03",477219,"1024001432234"
481778,"ОП-З-02069-004","2023-09-22 12:08:45.065628+03",481485,"1033301806537"
475742,"ОП-З-01922-001","2023-09-15 09:57:56.336938+03",475729,"1027806887184"
434006,"З-00628","2023-07-14 09:14:02.104769+03",NULL,"1157847144542"
434691,"З-00647","2023-07-15 07:25:02.068276+03",NULL,"1022701287652"
495491,"ОП-З-02402-001","2023-10-10 09:21:29.479387+03",495464,"1025300993838"
463842,"ОП-З-01568-001","2023-09-06 14:10:18.976928+03",463809,"1155074010508"
488238,"ОП-З-02232-003","2023-09-29 17:05:49.895127+03",487847,"1021603065153"
463233,"О-З-01543-002","2023-09-06 10:18:02.118918+03",463008,"1026900570201"
464081,"ОП-З-01570-003","2023-09-06 15:03:53.52716+03",463900,"1155074010508"
464346,"ОП-З-01500-004","2023-09-06 15:37:33.307174+03",461493,"1024502052530"
463368,"ОП-З-01543-003","2023-09-06 11:34:28.944403+03",463008,"1026900570201"
504629,"ОП-З-02621-001","2023-10-20 10:37:31.09885+03",504583,"1023201102572"
464067,"О-З-01570-002","2023-09-06 15:03:02.535499+03",463900,"1155074010508"
460525,"З-01471","2023-09-04 19:39:01.507248+03",NULL,"1038302271919"
513671,"ОП-З-02711-002","2023-11-10 10:44:34.17043+03",508238,"1021000541803"
463860,"ОП-З-01528-002","2023-09-06 14:10:55.892938+03",462493,"1026602950065"
463380,"З-01556","2023-09-06 11:45:02.070524+03",NULL,"1030203921076"
463436,"О-З-01527-001","2023-09-06 12:04:01.97513+03",462485,"1026103275440"
463391,"ОП-З-01556-001","2023-09-06 11:56:11.727034+03",463380,"1030203921076"
469745,"ОП-З-01749-001","2023-09-11 10:46:17.738836+03",469724,"1022200882362"
462493,"З-01528","2023-09-05 16:58:02.324532+03",NULL,"1026602950065"
470080,"ОП-З-01756-001","2023-09-11 12:38:48.823623+03",470041,"1022401359177"
464857,"ОП-З-01581-002","2023-09-06 16:34:38.121847+03",464338,"1156027004715"
464355,"ОП-З-01576-001","2023-09-06 15:39:47.214475+03",464199,"1027810241502"
464382,"ОП-З-01578-001","2023-09-06 15:41:21.857513+03",464260,"1159102037940"
464311,"ОП-З-01468-004","2023-09-06 15:34:16.624899+03",460428,"1025203045482"
464333,"ОП-З-01577-001","2023-09-06 15:41:55.792853+03",464250,"1035605503878"
463461,"О-З-01544-001","2023-09-06 12:11:02.196678+03",463028,"1022401359177"
463881,"ОП-З-01569-001","2023-09-06 14:21:47.077401+03",463847,"1027101415846"
467979,"ОП-З-01681-002","2023-09-08 12:15:57.11176+03",467744,"1030203921076"
464121,"ОП-З-01567-001","2023-09-06 15:13:00.91158+03",463802,"1027000891246"
489210,"ОП-З-02247-004","2023-10-03 10:12:38.146167+03",488689,"1023404237669"
483495,"О-З-02118-001","2023-09-26 14:33:02.143226+03",483418,"1035605503878"
466931,"ОП-З-01644-004","2023-09-07 16:35:11.623568+03",466644,"1027810232680"
466702,"О-З-01644-001","2023-09-07 15:34:02.406122+03",466644,"1027810232680"
467027,"О-З-01653-002","2023-09-07 17:09:01.795028+03",466894,"1033600044070"
467058,"З-01655","2023-09-07 17:13:01.814691+03",NULL,"1020502523623"
465736,"З-01618","2023-09-07 10:45:02.360228+03",NULL,"1022701287652"
466418,"ОП-З-01637-001","2023-09-07 13:58:11.375761+03",466387,"1038302271919"
496432,"ОП-З-02416-006","2023-10-10 16:11:54.880405+03",496062,"1027301584067"
466732,"ОП-З-01644-002","2023-09-07 15:46:15.105344+03",466644,"1027810232680"
466905,"О-З-01644-003","2023-09-07 16:32:02.112954+03",466644,"1027810232680"
466984,"ОП-З-01652-001","2023-09-07 16:44:27.574963+03",466885,"1024800834250"
467995,"ОП-З-01685-001","2023-09-08 12:25:52.949541+03",467941,"1027802505279"
464480,"З-01586","2023-09-06 15:51:01.790575+03",NULL,"1027501153074"
463396,"З-01557","2023-09-06 11:52:02.01899+03",NULL,"1030203921076"
467069,"ОП-З-01655-001","2023-09-07 17:16:34.48651+03",467058,"1020502523623"
483649,"ОП-З-02124-001","2023-09-26 16:38:26.775845+03",483629,"1021301065554"
464583,"ОП-З-01587-001","2023-09-06 15:57:00.925658+03",464502,"1027600693812"
480249,"ОП-З-02028-001","2023-09-20 17:00:52.96983+03",480149,"1026103275440"
465836,"ОП-З-01620-001","2023-09-07 11:03:26.164847+03",465778,"1030203921076"
467794,"ОП-З-01664-001","2023-09-08 11:48:37.425762+03",467396,"1030203921076"
466437,"ОП-З-01639-001","2023-09-07 13:59:30.649396+03",466423,"1023402985242"
467074,"З-01656","2023-09-07 17:16:01.90435+03",NULL,"1021500582278"
468543,"ОП-З-01701-001","2023-09-08 16:15:37.19251+03",468532,"1027501147134"
467802,"ОП-З-01644-006","2023-09-08 11:47:34.990333+03",466644,"1027810232680"
476425,"ОП-З-01939-001","2023-09-15 14:38:23.099616+03",476389,"1027403857568"
468068,"О-З-01675-001","2023-09-08 12:37:02.592567+03",467626,"1021900535975"
477782,"З-01975","2023-09-19 03:13:02.279002+03",NULL,"1036300667534"
463507,"З-01559","2023-09-06 12:19:02.127201+03",NULL,"1127451018750"
473179,"О-З-01846-001","2023-09-13 11:10:01.687458+03",472720,"1035605503878"
520600,"ОП-З-03138-001","2023-11-20 15:04:25.585055+03",520589,"1027810241502"
464640,"О-З-01010-008","2023-09-06 16:11:01.72611+03",445594,"1024800834255"
464708,"О-З-01573-002","2023-09-06 16:18:01.936064+03",464051,"1033301806537"
466944,"ОП-З-01653-001","2023-09-07 16:36:57.109527+03",466894,"1033600044070"
467088,"ОП-З-01656-001","2023-09-07 17:25:00.134622+03",467074,"1021500582278"
428881,"З-00487","2023-07-07 08:50:01.805635+03",NULL,"1022200907794"
512359,"О-З-02881-002","2023-11-08 16:20:01.917822+03",438666,"1027802505279"
528207,"ОП-З-03322-001","2023-12-06 12:21:29.477869+03",528196,"1027810241502"
464225,"О-З-01559-001","2023-09-06 15:24:02.267014+03",463507,"1127451018750"
466962,"ОП-З-01654-001","2023-09-07 16:39:45.603841+03",466918,"1035802000959"
471682,"ОП-З-01808-001","2023-09-12 13:35:46.126113+03",471624,"1035605501282"
467853,"ОП-З-01681-001","2023-09-08 11:53:05.630887+03",467744,"1030203921076"
466459,"ОП-З-01638-001","2023-09-07 14:04:33.88329+03",466399,"1038302271919"
467396,"З-01664","2023-09-08 08:12:01.57785+03",NULL,"1030203921076"
467967,"З-01687","2023-09-08 12:13:01.901661+03",NULL,"1020502523623"
504495,"О-З-02616-002","2023-10-20 10:10:01.852695+03",504171,"1027806887184"
428856,"З-00484","2023-07-07 05:50:02.335817+03",NULL,"1022200814030"
468001,"ОП-З-01687-001","2023-09-08 12:22:44.897712+03",467967,"1020502523623"
474851,"ОП-З-01889-002","2023-09-14 14:18:34.207073+03",474529,"1021300972769"
433292,"З-00590","2023-07-13 11:40:01.83184+03",NULL,"1022301812500"
433385,"З-00597","2023-07-13 11:53:01.626607+03",NULL,"1027809197635"
436281,"З-00703","2023-07-18 10:48:01.950514+03",NULL,"1159102052317"
439357,"З-00790","2023-07-21 05:20:01.628741+03",NULL,"1142452001130"
440175,"З-00807","2023-07-24 09:22:01.766254+03",NULL,"1149204039181"
439113,"З-00781","2023-07-20 16:27:01.801301+03",NULL,"1020100510319"
453609,"З-01257","2023-08-28 13:56:01.799103+03",NULL,"1023201058627"
452159,"З-01210","2023-08-24 14:28:01.515265+03",NULL,"1153668049028"
470247,"О-З-01759-001","2023-09-11 13:28:01.891963+03",470176,"1025901702485"
464806,"ОП-З-01592-001","2023-09-06 16:35:21.93947+03",464786,"1021500582278"
442461,"З-00891","2023-08-01 09:25:01.759924+03",NULL,"1020800507067"
457065,"З-01363","2023-08-31 15:54:01.763461+03",NULL,"1027000885251"
455945,"З-01333","2023-08-30 16:05:02.074275+03",NULL,"1026602950065"
455984,"З-01336","2023-08-30 16:19:01.659444+03",NULL,"1023402985242"
466423,"З-01639","2023-09-07 13:56:01.518388+03",NULL,"1023402985242"
460925,"З-01484","2023-09-05 10:06:02.232811+03",NULL,"1159102037940"
465778,"З-01620","2023-09-07 10:51:01.666031+03",NULL,"1030203921076"
467386,"О-З-01648-001","2023-09-08 08:07:02.138164+03",466720,"1156027004715"
455835,"З-01331","2023-08-30 15:24:01.801159+03",NULL,"1035605503878"
455278,"З-01318","2023-08-30 10:17:01.49674+03",NULL,"1027501147134"
455255,"З-01317","2023-08-30 10:12:02.623293+03",NULL,"1022701287652"
467833,"ОП-З-01670-002","2023-09-08 11:49:44.933056+03",467482,"1027810232680"
473404,"ОП-З-01854-001","2023-09-13 12:40:27.555416+03",473254,"1034316558418"
464832,"З-01593","2023-09-06 16:33:02.329231+03",NULL,"1027501153074"
466752,"О-З-01644-002","2023-09-07 16:05:01.585658+03",466644,"1027810232680"
466953,"ОП-З-01653-002","2023-09-07 16:38:35.06492+03",466894,"1033600044070"
480268,"ОП-З-02031-001","2023-09-20 17:15:22.255814+03",480257,"1021500582278"
466466,"ОП-З-01640-001","2023-09-07 14:04:35.344575+03",466446,"1027739733922"
444535,"З-00966","2023-08-04 11:27:01.985568+03",NULL,"1021200785363"
443665,"З-00925","2023-08-02 12:50:02.078277+03",NULL,"1023404237669"
443658,"З-00924","2023-08-02 12:43:02.087716+03",NULL,"1159102037940"
448444,"З-01083","2023-08-16 15:06:02.554491+03",NULL,"1156027004715"
467646,"О-З-01670-001","2023-09-08 11:03:02.231758+03",467482,"1027810232680"
488206,"ОП-З-02237-001","2023-09-29 16:51:55.724313+03",488132,"1034408618089"
466477,"О-З-01638-001","2023-09-07 14:07:01.493112+03",466399,"1038302271919"
484973,"ОП-З-02126-002","2023-09-28 09:38:20.815209+03",483764,"1027000885251"
510304,"ОП-З-02791-001","2023-11-02 17:27:44.9142+03",510290,"1022301597647"
442686,"З-00896","2023-08-01 11:04:01.696021+03",NULL,"1027200873413"
442330,"З-00882","2023-08-01 03:24:01.644044+03",NULL,"1027501147134"
448735,"З-01092","2023-08-17 09:41:02.210168+03",NULL,"1026403670765"
449349,"З-01107","2023-08-17 14:52:01.446837+03",NULL,"1025201740497"
455226,"З-01315","2023-08-30 10:06:01.551432+03",NULL,"1020502523623"
466782,"ОП-З-01647-001","2023-09-07 16:13:59.156564+03",466713,"1033301806537"
466970,"О-З-01653-001","2023-09-07 16:40:02.4856+03",466894,"1033600044070"
471738,"ОП-З-01802-003","2023-09-12 13:50:09.548618+03",471421,"1026604939855"
466790,"О-З-01638-002","2023-09-07 16:16:01.75881+03",466399,"1038302271919"
465917,"ОП-З-01622-001","2023-09-07 11:33:51.002391+03",465802,"1030203921076"
472371,"ОП-З-01829-001","2023-09-13 08:43:37.682588+03",472307,"1036404100006"
449692,"З-01116","2023-08-18 09:44:02.70395+03",NULL,"1027403857568"
449892,"З-01123","2023-08-18 15:30:01.854819+03",NULL,"1023701508236"
447281,"З-01057","2023-08-14 14:41:02.015081+03",NULL,"1025100653687"
467250,"ОП-З-01657-001","2023-09-08 07:20:45.701264+03",467114,"1159102004050"
467097,"ОП-З-01628-003","2023-09-07 17:41:28.484943+03",465977,"1023801748761"
446968,"З-01048","2023-08-14 07:45:01.513647+03",NULL,"1025501174885"
504171,"З-02616","2023-10-20 09:11:01.690237+03",NULL,"1027806887184"
475694,"З-01921","2023-09-15 09:37:01.651369+03",NULL,"1034316511041"
466809,"ОП-З-01644-003","2023-09-07 16:18:25.852629+03",466644,"1027810232680"
466992,"О-З-01644-004","2023-09-07 16:52:02.160539+03",466644,"1027810232680"
446468,"З-01037","2023-08-11 09:58:02.014568+03",NULL,"1021900535975"
433325,"З-00594","2023-07-13 11:45:01.711607+03",NULL,"1020300977620"
442884,"З-00899","2023-08-01 12:06:01.628315+03",NULL,"1035802000959"
466504,"ОП-З-01641-001","2023-09-07 14:23:36.698328+03",466486,"1024800834250"
473538,"О-З-01808-002","2023-09-13 13:06:01.703566+03",471624,"1035605501282"
463306,"З-01554","2023-09-06 11:22:01.924255+03",NULL,"1034205010729"
467744,"З-01681","2023-09-08 11:35:02.170965+03",NULL,"1030203921076"
465949,"З-01627","2023-09-07 11:51:01.821346+03",NULL,"1024502052530"
507318,"О-З-02667-009","2023-10-24 15:17:01.970956+03",506666,"1022100976347"
443077,"З-00908","2023-08-01 13:00:02.068942+03",NULL,"1022900529431"
443363,"З-00917","2023-08-02 09:25:02.176995+03",NULL,"1038302271919"
448758,"З-01093","2023-08-17 09:46:02.065832+03",NULL,"1036404100006"
448857,"З-01096","2023-08-17 10:34:02.200161+03",NULL,"1023402985242"
475756,"ОП-З-01911-002","2023-09-15 10:05:05.954952+03",475419,"1021000541979"
465960,"ОП-З-01621-001","2023-09-07 11:56:03.64001+03",465785,"1020502523623"
466545,"ОП-З-01638-002","2023-09-07 14:25:29.14435+03",466399,"1038302271919"
468854,"О-З-00978-007","2023-09-10 23:55:01.531767+03",444889,"1024101031790"
466837,"ОП-З-01651-001","2023-09-07 16:20:01.755907+03",466799,"1022900540552"
467825,"ОП-З-01648-002","2023-09-08 11:50:18.492994+03",466720,"1156027004715"
465972,"ОП-З-01623-001","2023-09-07 11:58:44.409063+03",465897,"1022701295011"
466551,"ОП-З-01599-002","2023-09-07 14:25:23.344804+03",465170,"1159102037940"
449573,"З-01109","2023-08-17 16:47:01.858018+03",NULL,"1022302377558"
466081,"З-01632","2023-09-07 12:09:02.079409+03",NULL,"1020502523623"
469780,"ОП-З-00978-007","2023-09-11 11:08:43.887199+03",444889,"1024101031790"
466202,"ОП-З-01629-001","2023-09-07 12:43:42.503945+03",465989,"1022701295011"
467105,"О-З-01543-004","2023-09-07 17:44:01.612429+03",463008,"1026900570201"
467005,"ОП-З-01644-005","2023-09-07 17:02:51.094328+03",466644,"1027810232680"
465155,"ОП-З-01524-003","2023-09-06 17:23:34.786155+03",462400,"1026103275440"
501307,"О-З-01446-006","2023-10-18 05:00:01.759395+03",459634,"1025501174885"
469801,"ОП-З-01750-001","2023-09-11 11:09:30.844963+03",469785,"1021500582278"
468565,"ОП-З-01702-001","2023-09-08 16:22:07.697737+03",468551,"1037800006089"
462533,"ОП-З-01524-002","2023-09-05 17:19:08.872854+03",462400,"1026103275440"
467121,"З-01658","2023-09-07 18:20:01.938893+03",NULL,"1021500582278"
468663,"ОП-З-01707-001","2023-09-08 17:00:52.585168+03",468640,"1027802505279"
469813,"О-З-01707-001","2023-09-11 11:15:01.52176+03",468640,"1027802505279"
466872,"ОП-З-01649-001","2023-09-07 16:27:26.692301+03",466763,"1021000541803"
465848,"О-З-01599-001","2023-09-07 11:03:02.263025+03",465170,"1159102037940"
471110,"ОП-З-01752-002","2023-09-12 09:30:18.888562+03",469885,"1022200882362"
466000,"ОП-З-01625-001","2023-09-07 12:01:18.496186+03",465932,"1025901510403"
507340,"ОП-З-02667-013","2023-10-24 15:27:53.512978+03",506666,"1022100976347"
474644,"ОП-З-01769-004","2023-09-14 12:13:31.893583+03",470528,"1022100909710"
503083,"ОП-З-02576-001","2023-10-19 09:36:23.997271+03",502821,"1022301597647"
471122,"ОП-З-01789-001","2023-09-12 09:31:23.864739+03",471004,"1022800710613"
471004,"З-01789","2023-09-12 08:49:02.853221+03",NULL,"1022800710613"
